四川电信,#genre#
CCTV5+,http://dev.wugeng.cc:8686/udp/239.76.246.168:1234
CCTV4K,http://dev.wugeng.cc:8686/udp/239.76.246.214:1234
CCTV16-4K,http://dev.wugeng.cc:8686/udp/239.76.246.230:1234
CCTV电视指南,http://dev.wugeng.cc:8686/udp/239.76.254.61:9000
CCTV兵器科技,http://dev.wugeng.cc:8686/udp/239.76.254.59:9000
CCTV第一剧场,http://dev.wugeng.cc:8686/udp/239.76.254.49:9000
CCTV风云剧场,http://dev.wugeng.cc:8686/udp/239.76.254.50:9000
CCTV风云音乐,http://dev.wugeng.cc:8686/udp/239.76.254.51:9000
CCTV风云足球,http://dev.wugeng.cc:8686/udp/239.76.254.52:9000
CCTV怀旧剧场,http://dev.wugeng.cc:8686/udp/239.76.254.53:9000
CCTV女性时尚,http://dev.wugeng.cc:8686/udp/239.76.254.55:9000
CCTV世界地理,http://dev.wugeng.cc:8686/udp/239.76.254.57:9000
CCTV高尔夫网球,http://dev.wugeng.cc:8686/udp/239.76.254.62:9000
CCTV央视台球,http://dev.wugeng.cc:8686/udp/239.76.254.58:9000
CCTV央视文化精品,http://dev.wugeng.cc:8686/udp/239.76.254.56:9000
CGTN,http://dev.wugeng.cc:8686/udp/239.76.252.66:9000
CGTN纪录,http://dev.wugeng.cc:8686/udp/239.76.252.67:9000
CGTN阿拉伯语,http://dev.wugeng.cc:8686/udp/239.76.246.97:1234
CGTN俄语,http://dev.wugeng.cc:8686/udp/239.76.246.86:1234
CGTN法语,http://dev.wugeng.cc:8686/udp/239.76.246.87:1234
CGTN西班牙语,http://dev.wugeng.cc:8686/udp/239.76.246.88:1234
CHC动作电影,http://dev.wugeng.cc:8686/udp/239.76.245.243:1234
CHC高清电影,http://dev.wugeng.cc:8686/udp/239.76.245.242:1234
CHC家庭影院,http://dev.wugeng.cc:8686/udp/239.76.245.241:1234
CETV1,http://dev.wugeng.cc:8686/udp/239.76.245.192:1234
凤凰中文,http://dev.wugeng.cc:8686/udp/239.76.246.134:1234
凤凰资讯,http://dev.wugeng.cc:8686/udp/239.76.253.134:9000
IPTV4k电影,http://dev.wugeng.cc:8686/udp/239.76.252.35:9000
IPTV4k,http://dev.wugeng.cc:8686/udp/239.76.245.35:1234
IPTV5,http://dev.wugeng.cc:8686/udp/239.76.252.222:9000
IPTV电竞,http://dev.wugeng.cc:8686/udp/239.76.245.136:1234
IPTV高清院线,http://dev.wugeng.cc:8686/udp/239.76.245.217:1234
IPTV古装剧场,http://dev.wugeng.cc:8686/udp/239.76.245.219:1234
IPTV故事频道,http://dev.wugeng.cc:8686/udp/239.76.246.41:1234
IPTV广场舞,http://dev.wugeng.cc:8686/udp/239.76.252.134:9000
IPTV家庭剧场,http://dev.wugeng.cc:8686/udp/239.76.245.220:1234
IPTV健康之路,http://dev.wugeng.cc:8686/udp/239.76.246.42:1234
IPTV经典剧场,http://dev.wugeng.cc:8686/udp/239.76.245.221:1234
IPTV精选热播,http://dev.wugeng.cc:8686/udp/239.76.254.110:9000
IPTV抗战剧场,http://dev.wugeng.cc:8686/udp/239.76.245.218:1234
IPTV芒果互娱,http://dev.wugeng.cc:8686/udp/239.76.246.126:1234
IPTV甜宠剧场,http://dev.wugeng.cc:8686/udp/239.76.254.109:9000
IPTV戏曲频道,http://dev.wugeng.cc:8686/udp/239.76.246.40:1234
IPTV综艺纪实,http://dev.wugeng.cc:8686/udp/239.76.254.111:9000
动漫秀场,http://dev.wugeng.cc:8686/udp/239.76.246.131:1234
IPTV健康电视,http://dev.wugeng.cc:8686/udp/239.76.246.127:1234
IPTV金色夕阳,http://dev.wugeng.cc:8686/udp/239.76.254.43:9000
梨园频道,http://dev.wugeng.cc:8686/udp/239.76.245.179:1234
茶频道,http://dev.wugeng.cc:8686/udp/239.76.245.239:1234
金鹰纪实,http://dev.wugeng.cc:8686/udp/239.76.245.122:1234
快乐垂钓,http://dev.wugeng.cc:8686/udp/239.76.245.127:1234
芒果乐活,http://dev.wugeng.cc:8686/udp/239.76.245.201:1234
芒果乐搜,http://dev.wugeng.cc:8686/udp/239.76.245.200:1234
文物宝库,http://dev.wugeng.cc:8686/udp/239.76.252.180:9000
武术世界,http://dev.wugeng.cc:8686/udp/239.76.245.181:1234
云南卫视,http://dev.wugeng.cc:8686/udp/239.76.254.60:9000
安徽卫视,http://dev.wugeng.cc:8686/udp/239.76.245.196:1234
北京卫视,http://dev.wugeng.cc:8686/udp/239.76.246.184:1234
东方卫视,http://dev.wugeng.cc:8686/udp/239.76.246.186:1234
东南卫视,http://dev.wugeng.cc:8686/udp/239.76.245.190:1234
甘肃卫视,http://dev.wugeng.cc:8686/udp/239.76.246.94:1234
广东卫视,http://dev.wugeng.cc:8686/udp/239.76.245.189:1234
广西卫视,http://dev.wugeng.cc:8686/udp/239.76.254.54:9000
贵州卫视,http://dev.wugeng.cc:8686/udp/239.76.245.198:1234
海南卫视,http://dev.wugeng.cc:8686/udp/239.76.253.203:9000
河北卫视,http://dev.wugeng.cc:8686/udp/239.76.245.199:1234
河南卫视,http://dev.wugeng.cc:8686/udp/239.76.246.202:1234
黑龙江卫视,http://dev.wugeng.cc:8686/udp/239.76.246.200:1234
湖北卫视,http://dev.wugeng.cc:8686/udp/239.76.246.193:1234
湖南卫视,http://dev.wugeng.cc:8686/udp/239.76.245.115:1234
吉林卫视,http://dev.wugeng.cc:8686/udp/239.76.246.201:1234
江苏卫视,http://dev.wugeng.cc:8686/udp/239.76.246.181:1234
江西卫视,http://dev.wugeng.cc:8686/udp/239.76.245.225:1234
辽宁卫视,http://dev.wugeng.cc:8686/udp/239.76.245.197:1234
青海卫视,http://dev.wugeng.cc:8686/udp/239.76.254.132:9000
山东卫视,http://dev.wugeng.cc:8686/udp/239.76.246.195:1234
陕西卫视,http://dev.wugeng.cc:8686/udp/239.76.254.76:9000
四川卫视,http://dev.wugeng.cc:8686/udp/239.76.246.91:1234
天津卫视,http://dev.wugeng.cc:8686/udp/239.76.246.185:1234
浙江卫视,http://dev.wugeng.cc:8686/udp/239.76.246.182:1234
重庆卫视,http://dev.wugeng.cc:8686/udp/239.76.246.92:1234
深圳卫视,http://dev.wugeng.cc:8686/udp/239.76.246.188:1234
湖南电视剧,http://dev.wugeng.cc:8686/udp/239.76.245.118:1234
湖南电影,http://dev.wugeng.cc:8686/udp/239.76.245.119:1234
湖南都市,http://dev.wugeng.cc:8686/udp/239.76.245.117:1234
湖南爱晚,http://dev.wugeng.cc:8686/udp/239.76.245.123:1234
湖南国际,http://dev.wugeng.cc:8686/udp/239.76.245.124:1234
湖南教育,http://dev.wugeng.cc:8686/udp/239.76.245.233:1234
湖南经视,http://dev.wugeng.cc:8686/udp/239.76.245.116:1234
湖南娱乐,http://dev.wugeng.cc:8686/udp/239.76.245.121:1234
长沙新闻,http://dev.wugeng.cc:8686/udp/239.76.246.121:1234
长沙政法,http://dev.wugeng.cc:8686/udp/239.76.246.122:1234
LDETV,http://dev.wugeng.cc:8686/udp/239.76.248.20:1234
卡酷少儿,http://dev.wugeng.cc:8686/udp/239.76.254.81:9000
金鹰卡通,http://dev.wugeng.cc:8686/udp/239.76.245.120:1234
CCTV1,http://www.erbao1981.top:8188/udp/239.76.253.151:9000
CCTV2,http://www.erbao1981.top:8188/udp/239.76.246.152:1234
CCTV3,http://www.erbao1981.top:8188/udp/239.76.246.153:1234
CCTV4,http://www.erbao1981.top:8188/udp/239.76.245.195:1234
CCTV5,http://www.erbao1981.top:8188/udp/239.76.246.155:1234
CCTV6,http://www.erbao1981.top:8188/udp/239.76.246.156:1234
CCTV7,http://www.erbao1981.top:8188/udp/239.76.246.157:1234
CCTV8,http://www.erbao1981.top:8188/udp/239.76.246.158:1234
CCTV9,http://www.erbao1981.top:8188/udp/239.76.246.159:1234
CCTV10,http://www.erbao1981.top:8188/udp/239.76.246.160:1234
CCTV11,http://www.erbao1981.top:8188/udp/239.76.245.251:1234
CCTV12,http://www.erbao1981.top:8188/udp/239.76.253.162:9000
CCTV13,http://www.erbao1981.top:8188/udp/239.76.246.93:1234
CCTV14,http://www.erbao1981.top:8188/udp/239.76.246.164:1234
CCTV15,http://www.erbao1981.top:8188/udp/239.76.245.252:1234
CCTV16,http://www.erbao1981.top:8188/udp/239.76.246.98:1234
CCTV17,http://www.erbao1981.top:8188/udp/239.76.245.238:1234
CCTV5+,http://www.erbao1981.top:8188/udp/239.76.246.168:1234
CCTV4K,http://www.erbao1981.top:8188/udp/239.76.246.214:1234
CCTV16-4K,http://www.erbao1981.top:8188/udp/239.76.246.230:1234
CCTV电视指南,http://www.erbao1981.top:8188/udp/239.76.254.61:9000
CCTV兵器科技,http://www.erbao1981.top:8188/udp/239.76.254.59:9000
CCTV第一剧场,http://www.erbao1981.top:8188/udp/239.76.254.49:9000
CCTV风云剧场,http://www.erbao1981.top:8188/udp/239.76.254.50:9000
CCTV风云音乐,http://www.erbao1981.top:8188/udp/239.76.254.51:9000
CCTV风云足球,http://www.erbao1981.top:8188/udp/239.76.254.52:9000
CCTV怀旧剧场,http://www.erbao1981.top:8188/udp/239.76.254.53:9000
CCTV女性时尚,http://www.erbao1981.top:8188/udp/239.76.254.55:9000
CCTV世界地理,http://www.erbao1981.top:8188/udp/239.76.254.57:9000
CCTV高尔夫网球,http://www.erbao1981.top:8188/udp/239.76.254.62:9000
CCTV央视台球,http://www.erbao1981.top:8188/udp/239.76.254.58:9000
CCTV央视文化精品,http://www.erbao1981.top:8188/udp/239.76.254.56:9000
CGTN,http://www.erbao1981.top:8188/udp/239.76.252.66:9000
CGTN纪录,http://www.erbao1981.top:8188/udp/239.76.252.67:9000
CGTN阿拉伯语,http://www.erbao1981.top:8188/udp/239.76.246.97:1234
CGTN俄语,http://www.erbao1981.top:8188/udp/239.76.246.86:1234
CGTN法语,http://www.erbao1981.top:8188/udp/239.76.246.87:1234
CGTN西班牙语,http://www.erbao1981.top:8188/udp/239.76.246.88:1234
CHC动作电影,http://www.erbao1981.top:8188/udp/239.76.245.243:1234
CHC高清电影,http://www.erbao1981.top:8188/udp/239.76.245.242:1234
CHC家庭影院,http://www.erbao1981.top:8188/udp/239.76.245.241:1234
CETV1,http://www.erbao1981.top:8188/udp/239.76.245.192:1234
凤凰中文,http://www.erbao1981.top:8188/udp/239.76.246.134:1234
凤凰资讯,http://www.erbao1981.top:8188/udp/239.76.253.134:9000
IPTV4k电影,http://www.erbao1981.top:8188/udp/239.76.252.35:9000
IPTV4k,http://www.erbao1981.top:8188/udp/239.76.245.35:1234
IPTV5,http://www.erbao1981.top:8188/udp/239.76.252.222:9000
IPTV电竞,http://www.erbao1981.top:8188/udp/239.76.245.136:1234
IPTV高清院线,http://www.erbao1981.top:8188/udp/239.76.245.217:1234
IPTV古装剧场,http://www.erbao1981.top:8188/udp/239.76.245.219:1234
IPTV故事频道,http://www.erbao1981.top:8188/udp/239.76.246.41:1234
IPTV广场舞,http://www.erbao1981.top:8188/udp/239.76.252.134:9000
IPTV家庭剧场,http://www.erbao1981.top:8188/udp/239.76.245.220:1234
IPTV健康之路,http://www.erbao1981.top:8188/udp/239.76.246.42:1234
IPTV经典剧场,http://www.erbao1981.top:8188/udp/239.76.245.221:1234
IPTV精选热播,http://www.erbao1981.top:8188/udp/239.76.254.110:9000
IPTV抗战剧场,http://www.erbao1981.top:8188/udp/239.76.245.218:1234
IPTV芒果互娱,http://www.erbao1981.top:8188/udp/239.76.246.126:1234
IPTV甜宠剧场,http://www.erbao1981.top:8188/udp/239.76.254.109:9000
IPTV戏曲频道,http://www.erbao1981.top:8188/udp/239.76.246.40:1234
IPTV综艺纪实,http://www.erbao1981.top:8188/udp/239.76.254.111:9000
动漫秀场,http://www.erbao1981.top:8188/udp/239.76.246.131:1234
IPTV健康电视,http://www.erbao1981.top:8188/udp/239.76.246.127:1234
IPTV金色夕阳,http://www.erbao1981.top:8188/udp/239.76.254.43:9000
梨园频道,http://www.erbao1981.top:8188/udp/239.76.245.179:1234
茶频道,http://www.erbao1981.top:8188/udp/239.76.245.239:1234
金鹰纪实,http://www.erbao1981.top:8188/udp/239.76.245.122:1234
快乐垂钓,http://www.erbao1981.top:8188/udp/239.76.245.127:1234
芒果乐活,http://www.erbao1981.top:8188/udp/239.76.245.201:1234
芒果乐搜,http://www.erbao1981.top:8188/udp/239.76.245.200:1234
文物宝库,http://www.erbao1981.top:8188/udp/239.76.252.180:9000
武术世界,http://www.erbao1981.top:8188/udp/239.76.245.181:1234
云南卫视,http://www.erbao1981.top:8188/udp/239.76.254.60:9000
安徽卫视,http://www.erbao1981.top:8188/udp/239.76.245.196:1234
北京卫视,http://www.erbao1981.top:8188/udp/239.76.246.184:1234
东方卫视,http://www.erbao1981.top:8188/udp/239.76.246.186:1234
东南卫视,http://www.erbao1981.top:8188/udp/239.76.245.190:1234
甘肃卫视,http://www.erbao1981.top:8188/udp/239.76.246.94:1234
广东卫视,http://www.erbao1981.top:8188/udp/239.76.245.189:1234
广西卫视,http://www.erbao1981.top:8188/udp/239.76.254.54:9000
贵州卫视,http://www.erbao1981.top:8188/udp/239.76.245.198:1234
海南卫视,http://www.erbao1981.top:8188/udp/239.76.253.203:9000
河北卫视,http://www.erbao1981.top:8188/udp/239.76.245.199:1234
河南卫视,http://www.erbao1981.top:8188/udp/239.76.246.202:1234
黑龙江卫视,http://www.erbao1981.top:8188/udp/239.76.246.200:1234
湖北卫视,http://www.erbao1981.top:8188/udp/239.76.246.193:1234
湖南卫视,http://www.erbao1981.top:8188/udp/239.76.245.115:1234
吉林卫视,http://www.erbao1981.top:8188/udp/239.76.246.201:1234
江苏卫视,http://www.erbao1981.top:8188/udp/239.76.246.181:1234
江西卫视,http://www.erbao1981.top:8188/udp/239.76.245.225:1234
辽宁卫视,http://www.erbao1981.top:8188/udp/239.76.245.197:1234
青海卫视,http://www.erbao1981.top:8188/udp/239.76.254.132:9000
山东卫视,http://www.erbao1981.top:8188/udp/239.76.246.195:1234
陕西卫视,http://www.erbao1981.top:8188/udp/239.76.254.76:9000
四川卫视,http://www.erbao1981.top:8188/udp/239.76.246.91:1234
天津卫视,http://www.erbao1981.top:8188/udp/239.76.246.185:1234
浙江卫视,http://www.erbao1981.top:8188/udp/239.76.246.182:1234
重庆卫视,http://www.erbao1981.top:8188/udp/239.76.246.92:1234
深圳卫视,http://www.erbao1981.top:8188/udp/239.76.246.188:1234
湖南电视剧,http://www.erbao1981.top:8188/udp/239.76.245.118:1234
湖南电影,http://www.erbao1981.top:8188/udp/239.76.245.119:1234
湖南都市,http://www.erbao1981.top:8188/udp/239.76.245.117:1234
湖南爱晚,http://www.erbao1981.top:8188/udp/239.76.245.123:1234
湖南国际,http://www.erbao1981.top:8188/udp/239.76.245.124:1234
湖南教育,http://www.erbao1981.top:8188/udp/239.76.245.233:1234
湖南经视,http://www.erbao1981.top:8188/udp/239.76.245.116:1234
湖南娱乐,http://www.erbao1981.top:8188/udp/239.76.245.121:1234
长沙新闻,http://www.erbao1981.top:8188/udp/239.76.246.121:1234
长沙政法,http://www.erbao1981.top:8188/udp/239.76.246.122:1234
LDETV,http://www.erbao1981.top:8188/udp/239.76.248.20:1234
卡酷少儿,http://www.erbao1981.top:8188/udp/239.76.254.81:9000
金鹰卡通,http://www.erbao1981.top:8188/udp/239.76.245.120:1234
浙江电信,#genre#
CCTV1,http://tiaoxi.asia:4022/udp/233.50.200.99:5140
CCTV2,http://tiaoxi.asia:4022/udp/233.50.200.25:5140
CCTV3,http://tiaoxi.asia:4022/udp/233.50.200.107:5140
CCTV4,http://tiaoxi.asia:4022/udp/233.50.202.38:5140
CCTV5,http://tiaoxi.asia:4022/udp/233.50.200.108:5140
CCTV6,http://tiaoxi.asia:4022/udp/233.50.200.109:5140
CCTV7,http://tiaoxi.asia:4022/udp/233.50.200.24:5140
CCTV8,http://tiaoxi.asia:4022/udp/233.50.200.110:5140
CCTV9,http://tiaoxi.asia:4022/udp/233.50.200.23:5140
CCTV10,http://tiaoxi.asia:4022/udp/233.50.200.22:5140
CCTV11,http://tiaoxi.asia:4022/udp/233.50.202.39:5140
CCTV12,http://tiaoxi.asia:4022/udp/233.50.200.21:5140
CCTV13,http://tiaoxi.asia:4022/udp/233.50.200.111:5140
CCTV14,http://tiaoxi.asia:4022/udp/233.50.200.103:5140
CCTV15,http://tiaoxi.asia:4022/udp/233.50.202.40:5140
CCTV16,http://tiaoxi.asia:4022/udp/233.50.200.112:5140
CCTV17,http://tiaoxi.asia:4022/udp/233.50.200.113:5140
CCTV5+,http://tiaoxi.asia:4022/udp/233.50.201.220:5140
CCTV16-4K,http://tiaoxi.asia:4022/udp/233.50.201.63:5140
CETV1,http://tiaoxi.asia:4022/udp/233.50.200.169:5140
CETV4,http://tiaoxi.asia:4022/udp/233.50.200.162:5140
凤凰中文,http://tiaoxi.asia:4022/udp/233.50.202.35:5140
凤凰资讯,http://tiaoxi.asia:4022/udp/233.50.202.36:5140
睛彩竞技,http://tiaoxi.asia:4022/udp/233.50.201.193:5140
睛彩篮球,http://tiaoxi.asia:4022/udp/233.50.201.194:5140
睛彩青少,http://tiaoxi.asia:4022/udp/233.50.201.195:5140
睛彩广场舞,http://tiaoxi.asia:4022/udp/233.50.202.29:5140
BesTV纪实4K,http://tiaoxi.asia:4022/udp/233.50.200.182:5140
BesTV少儿4K,http://tiaoxi.asia:4022/udp/233.50.200.183:5140
BesTV视界4K,http://tiaoxi.asia:4022/udp/233.50.200.185:5140
华数电视剧,http://tiaoxi.asia:4022/udp/233.50.201.116:5140
探索记录,http://tiaoxi.asia:4022/udp/233.50.201.117:5140
茶频道,http://tiaoxi.asia:4022/udp/233.50.200.124:5140
动漫秀场,http://tiaoxi.asia:4022/udp/233.50.200.12:5140
都市剧场,http://tiaoxi.asia:4022/udp/233.50.200.11:5140
法治天地,http://tiaoxi.asia:4022/udp/233.50.200.120:5140
欢笑剧场4K,http://tiaoxi.asia:4022/udp/233.50.200.229:5140
金色学堂,http://tiaoxi.asia:4022/udp/233.50.200.122:5140
快乐垂钓,http://tiaoxi.asia:4022/udp/233.50.200.123:5140
乐游,http://tiaoxi.asia:4022/udp/233.50.200.148:5140
生活时尚,http://tiaoxi.asia:4022/udp/233.50.200.15:5140
游戏风云,http://tiaoxi.asia:4022/udp/233.50.200.14:5140
环球旅游,http://tiaoxi.asia:4022/udp/233.50.202.31:5140
魅力足球,http://tiaoxi.asia:4022/udp/233.50.200.176:5140
第一财经,http://tiaoxi.asia:4022/udp/233.50.200.125:5140
东方财经,http://tiaoxi.asia:4022/udp/233.50.200.177:5140
纪实人文,http://tiaoxi.asia:4022/udp/233.50.200.168:5140
北京纪实科教,http://tiaoxi.asia:4022/udp/233.50.202.34:5140
云南卫视,http://tiaoxi.asia:4022/udp/233.50.200.115:5140
安徽卫视,http://tiaoxi.asia:4022/udp/233.50.200.106:5140
北京卫视,http://tiaoxi.asia:4022/udp/233.50.200.179:5140
东方卫视,http://tiaoxi.asia:4022/udp/233.50.200.248:5140
东南卫视,http://tiaoxi.asia:4022/udp/233.50.201.146:5140
广东卫视,http://tiaoxi.asia:4022/udp/233.50.200.149:5140
广西卫视,http://tiaoxi.asia:4022/udp/233.50.200.136:5140
贵州卫视,http://tiaoxi.asia:4022/udp/233.50.201.142:5140
海南卫视,http://tiaoxi.asia:4022/udp/233.50.200.165:5140
河北卫视,http://tiaoxi.asia:4022/udp/233.50.200.105:5140
河南卫视,http://tiaoxi.asia:4022/udp/233.50.201.144:5140
黑龙江卫视,http://tiaoxi.asia:4022/udp/233.50.200.189:5140
湖北卫视,http://tiaoxi.asia:4022/udp/233.50.200.147:5140
湖南卫视,http://tiaoxi.asia:4022/udp/233.50.200.190:5140
吉林卫视,http://tiaoxi.asia:4022/udp/233.50.202.42:5140
江苏卫视,http://tiaoxi.asia:4022/udp/233.50.200.144:5140
江西卫视,http://tiaoxi.asia:4022/udp/233.50.200.119:5140
辽宁卫视,http://tiaoxi.asia:4022/udp/233.50.201.141:5140
山东卫视,http://tiaoxi.asia:4022/udp/233.50.201.105:5140
四川卫视,http://tiaoxi.asia:4022/udp/233.50.200.118:5140
天津卫视,http://tiaoxi.asia:4022/udp/233.50.200.104:5140
浙江卫视,http://tiaoxi.asia:4022/udp/233.50.201.100:5140
重庆卫视,http://tiaoxi.asia:4022/udp/233.50.200.114:5140
甘肃卫视,http://tiaoxi.asia:4022/udp/233.50.200.163:5140
山西卫视,http://tiaoxi.asia:4022/udp/233.50.201.51:5140
陕西卫视,http://tiaoxi.asia:4022/udp/233.50.201.59:5140
宁夏卫视,http://tiaoxi.asia:4022/udp/233.50.201.57:5140
青海卫视,http://tiaoxi.asia:4022/udp/233.50.201.65:5140
西藏卫视,http://tiaoxi.asia:4022/udp/233.50.201.70:5140
兵团卫视,http://tiaoxi.asia:4022/udp/233.50.201.72:5140
深圳卫视,http://tiaoxi.asia:4022/udp/233.50.200.188:5140
三沙卫视,http://tiaoxi.asia:4022/udp/233.50.200.175:5140
江苏国际,http://tiaoxi.asia:4022/udp/233.50.202.37:5140
浙江新闻,http://tiaoxi.asia:4022/udp/233.50.201.137:5140
浙江之江纪录,http://tiaoxi.asia:4022/udp/233.50.202.25:5140
浙江教育,http://tiaoxi.asia:4022/udp/233.50.201.134:5140
浙江经济,http://tiaoxi.asia:4022/udp/233.50.201.133:5140
浙江民生,http://tiaoxi.asia:4022/udp/233.50.201.136:5140
浙江钱江,http://tiaoxi.asia:4022/udp/233.50.201.132:5140
浙江少儿,http://tiaoxi.asia:4022/udp/233.50.201.138:5140
杭州导视,http://tiaoxi.asia:4022/udp/233.50.201.182:5140
杭州综合,http://tiaoxi.asia:4022/udp/233.50.201.173:5140
杭州明珠,http://tiaoxi.asia:4022/udp/233.50.201.174:5140
杭州生活,http://tiaoxi.asia:4022/udp/233.50.201.175:5140
杭州影视,http://tiaoxi.asia:4022/udp/233.50.201.176:5140
杭州青少,http://tiaoxi.asia:4022/udp/233.50.201.177:5140
哈哈炫动,http://tiaoxi.asia:4022/udp/233.50.200.167:5140
卡酷少儿,http://tiaoxi.asia:4022/udp/233.50.202.33:5140
CCTV1,http://sss918.synology.me:8000/udp/233.50.200.99:5140
CCTV2,http://sss918.synology.me:8000/udp/233.50.200.25:5140
CCTV3,http://sss918.synology.me:8000/udp/233.50.200.107:5140
CCTV4,http://sss918.synology.me:8000/udp/233.50.202.38:5140
CCTV5,http://sss918.synology.me:8000/udp/233.50.200.108:5140
CCTV6,http://sss918.synology.me:8000/udp/233.50.200.109:5140
CCTV7,http://sss918.synology.me:8000/udp/233.50.200.24:5140
CCTV8,http://sss918.synology.me:8000/udp/233.50.200.110:5140
CCTV9,http://sss918.synology.me:8000/udp/233.50.200.23:5140
CCTV10,http://sss918.synology.me:8000/udp/233.50.200.22:5140
CCTV11,http://sss918.synology.me:8000/udp/233.50.202.39:5140
CCTV12,http://sss918.synology.me:8000/udp/233.50.200.21:5140
CCTV13,http://sss918.synology.me:8000/udp/233.50.200.111:5140
CCTV14,http://sss918.synology.me:8000/udp/233.50.200.103:5140
CCTV15,http://sss918.synology.me:8000/udp/233.50.202.40:5140
CCTV16,http://sss918.synology.me:8000/udp/233.50.200.112:5140
CCTV17,http://sss918.synology.me:8000/udp/233.50.200.113:5140
CCTV5+,http://sss918.synology.me:8000/udp/233.50.201.220:5140
CCTV16-4K,http://sss918.synology.me:8000/udp/233.50.201.63:5140
CETV1,http://sss918.synology.me:8000/udp/233.50.200.169:5140
CETV4,http://sss918.synology.me:8000/udp/233.50.200.162:5140
凤凰中文,http://sss918.synology.me:8000/udp/233.50.202.35:5140
凤凰资讯,http://sss918.synology.me:8000/udp/233.50.202.36:5140
睛彩竞技,http://sss918.synology.me:8000/udp/233.50.201.193:5140
睛彩篮球,http://sss918.synology.me:8000/udp/233.50.201.194:5140
睛彩青少,http://sss918.synology.me:8000/udp/233.50.201.195:5140
睛彩广场舞,http://sss918.synology.me:8000/udp/233.50.202.29:5140
BesTV纪实4K,http://sss918.synology.me:8000/udp/233.50.200.182:5140
BesTV少儿4K,http://sss918.synology.me:8000/udp/233.50.200.183:5140
BesTV视界4K,http://sss918.synology.me:8000/udp/233.50.200.185:5140
华数电视剧,http://sss918.synology.me:8000/udp/233.50.201.116:5140
探索记录,http://sss918.synology.me:8000/udp/233.50.201.117:5140
茶频道,http://sss918.synology.me:8000/udp/233.50.200.124:5140
动漫秀场,http://sss918.synology.me:8000/udp/233.50.200.12:5140
都市剧场,http://sss918.synology.me:8000/udp/233.50.200.11:5140
法治天地,http://sss918.synology.me:8000/udp/233.50.200.120:5140
欢笑剧场4K,http://sss918.synology.me:8000/udp/233.50.200.229:5140
金色学堂,http://sss918.synology.me:8000/udp/233.50.200.122:5140
快乐垂钓,http://sss918.synology.me:8000/udp/233.50.200.123:5140
乐游,http://sss918.synology.me:8000/udp/233.50.200.148:5140
生活时尚,http://sss918.synology.me:8000/udp/233.50.200.15:5140
游戏风云,http://sss918.synology.me:8000/udp/233.50.200.14:5140
环球旅游,http://sss918.synology.me:8000/udp/233.50.202.31:5140
魅力足球,http://sss918.synology.me:8000/udp/233.50.200.176:5140
第一财经,http://sss918.synology.me:8000/udp/233.50.200.125:5140
东方财经,http://sss918.synology.me:8000/udp/233.50.200.177:5140
纪实人文,http://sss918.synology.me:8000/udp/233.50.200.168:5140
北京纪实科教,http://sss918.synology.me:8000/udp/233.50.202.34:5140
云南卫视,http://sss918.synology.me:8000/udp/233.50.200.115:5140
安徽卫视,http://sss918.synology.me:8000/udp/233.50.200.106:5140
北京卫视,http://sss918.synology.me:8000/udp/233.50.200.179:5140
东方卫视,http://sss918.synology.me:8000/udp/233.50.200.248:5140
东南卫视,http://sss918.synology.me:8000/udp/233.50.201.146:5140
广东卫视,http://sss918.synology.me:8000/udp/233.50.200.149:5140
广西卫视,http://sss918.synology.me:8000/udp/233.50.200.136:5140
贵州卫视,http://sss918.synology.me:8000/udp/233.50.201.142:5140
海南卫视,http://sss918.synology.me:8000/udp/233.50.200.165:5140
河北卫视,http://sss918.synology.me:8000/udp/233.50.200.105:5140
河南卫视,http://sss918.synology.me:8000/udp/233.50.201.144:5140
黑龙江卫视,http://sss918.synology.me:8000/udp/233.50.200.189:5140
湖北卫视,http://sss918.synology.me:8000/udp/233.50.200.147:5140
湖南卫视,http://sss918.synology.me:8000/udp/233.50.200.190:5140
吉林卫视,http://sss918.synology.me:8000/udp/233.50.202.42:5140
江苏卫视,http://sss918.synology.me:8000/udp/233.50.200.144:5140
江西卫视,http://sss918.synology.me:8000/udp/233.50.200.119:5140
辽宁卫视,http://sss918.synology.me:8000/udp/233.50.201.141:5140
山东卫视,http://sss918.synology.me:8000/udp/233.50.201.105:5140
四川卫视,http://sss918.synology.me:8000/udp/233.50.200.118:5140
天津卫视,http://sss918.synology.me:8000/udp/233.50.200.104:5140
浙江卫视,http://sss918.synology.me:8000/udp/233.50.201.100:5140
重庆卫视,http://sss918.synology.me:8000/udp/233.50.200.114:5140
甘肃卫视,http://sss918.synology.me:8000/udp/233.50.200.163:5140
山西卫视,http://sss918.synology.me:8000/udp/233.50.201.51:5140
陕西卫视,http://sss918.synology.me:8000/udp/233.50.201.59:5140
宁夏卫视,http://sss918.synology.me:8000/udp/233.50.201.57:5140
青海卫视,http://sss918.synology.me:8000/udp/233.50.201.65:5140
西藏卫视,http://sss918.synology.me:8000/udp/233.50.201.70:5140
兵团卫视,http://sss918.synology.me:8000/udp/233.50.201.72:5140
深圳卫视,http://sss918.synology.me:8000/udp/233.50.200.188:5140
三沙卫视,http://sss918.synology.me:8000/udp/233.50.200.175:5140
江苏国际,http://sss918.synology.me:8000/udp/233.50.202.37:5140
浙江新闻,http://sss918.synology.me:8000/udp/233.50.201.137:5140
